actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/act_mag/max,test/rwd_metrics/act_mag/mean,test/rwd_metrics/act_mag/min,test/rwd_metrics/act_mag/size,test/rwd_metrics/act_mag/std,test/rwd_metrics/cyclic_hip/max,test/rwd_metrics/cyclic_hip/mean,test/rwd_metrics/cyclic_hip/min,test/rwd_metrics/cyclic_hip/size,test/rwd_metrics/cyclic_hip/std,test/rwd_metrics/dense/max,test/rwd_metrics/dense/mean,test/rwd_metrics/dense/min,test/rwd_metrics/dense/size,test/rwd_metrics/dense/std,test/rwd_metrics/done/max,test/rwd_metrics/done/mean,test/rwd_metrics/done/min,test/rwd_metrics/done/size,test/rwd_metrics/done/std,test/rwd_metrics/fall_rew/max,test/rwd_metrics/fall_rew/mean,test/rwd_metrics/fall_rew/min,test/rwd_metrics/fall_rew/size,test/rwd_metrics/fall_rew/std,test/rwd_metrics/joint_angle_rew/max,test/rwd_metrics/joint_angle_rew/mean,test/rwd_metrics/joint_angle_rew/min,test/rwd_metrics/joint_angle_rew/size,test/rwd_metrics/joint_angle_rew/std,test/rwd_metrics/mirror_leg/max,test/rwd_metrics/mirror_leg/mean,test/rwd_metrics/mirror_leg/min,test/rwd_metrics/mirror_leg/size,test/rwd_metrics/mirror_leg/std,test/rwd_metrics/not_move_rew/max,test/rwd_metrics/not_move_rew/mean,test/rwd_metrics/not_move_rew/min,test/rwd_metrics/not_move_rew/size,test/rwd_metrics/not_move_rew/std,test/rwd_metrics/ref_rot/max,test/rwd_metrics/ref_rot/mean,test/rwd_metrics/ref_rot/min,test/rwd_metrics/ref_rot/size,test/rwd_metrics/ref_rot/std,test/rwd_metrics/solved/max,test/rwd_metrics/solved/mean,test/rwd_metrics/solved/min,test/rwd_metrics/solved/size,test/rwd_metrics/solved/std,test/rwd_metrics/sparse/max,test/rwd_metrics/sparse/mean,test/rwd_metrics/sparse/min,test/rwd_metrics/sparse/size,test/rwd_metrics/sparse/std,test/rwd_metrics/vel_reward/max,test/rwd_metrics/vel_reward/mean,test/rwd_metrics/vel_reward/min,test/rwd_metrics/vel_reward/size,test/rwd_metrics/vel_reward/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
2.5229966e-08,1.2684603e-09,151.72441,-0.0045285653,1.4441864e-10,0.013025132,15.742992,127.272354,127.26188,6.527281,179.69197,85.14429,181.7854,1.0,-0.022595078,-1.0,1230,0.76627034,0.260573054770256,0.2605730547702559,0.260573054770256,10,5.551115123125783e-17,123,123.0,123,10,0.0,259.8493860593516,259.8493860593516,259.8493860593516,10,0.0,0.0,0.0,0.0,10,0.0,-899.5686775475148,-899.5686775475148,-899.5686775475148,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,208.73275338027275,208.73275338027275,208.73275338027275,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-612.7414513696235,-612.7414513696236,-612.7414513696235,10.0,1.1368683772161605e-13,597.1441055319881,597.1441055319881,597.1441055319881,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,1086.2826560642293,1086.2826560642293,1086.2826560642293,10,0.0,0.008130081300813,0.008130081300813,0.008130081300813,10,0.0,5.769248,-0.099838,-5.70724,3125,1.2117007,129,89.90350089766606,44,2228,7.707810766368284,695.42509822003,552.5597068783221,-248.4195146789816,2228,107.90308322178356,517987.0,442.62024307250977,200000.0,84.0,35109.60319519043,16800000.0,451.8546160737527,262500.0
2.5229966e-08,1.2674641e-09,151.16231,-0.0047223885,1.4541487e-10,0.013187478,15.745958,127.25194,127.24144,6.4393682,177.141,82.494156,179.32027,1.0,-0.025468873,-1.0,1190,0.7711597,0.2619955519781855,0.2619955519781855,0.2619955519781855,10,0.0,119,119.0,119,10,0.0,263.70082249928896,263.7008224992889,263.70082249928896,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-856.6135168995768,-856.6135168995768,-856.6135168995768,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,208.71193975722144,208.7119397572214,208.71193975722144,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-592.6964591195631,-592.6964591195631,-592.6964591195631,10.0,0.0,576.9203190289998,576.9203190289998,576.9203190289998,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,1047.3785397322076,1047.3785397322076,1047.3785397322076,10,0.0,0.0084033613445378,0.0084033613445378,0.0084033613445378,10,0.0,5.776035,-0.10206158,-5.85984,3125,1.2101746,138,87.68291611769872,67,2277,6.393791779096296,717.775539844346,584.4522324072807,41.40338787153978,2277,66.61735063138396,520264.0,437.302273273468,200000.0,85.0,35546.9054684639,17000000.0,457.34955481223744,265625.0
2.5229966e-08,1.265702e-09,150.62502,-0.004710604,1.4717703e-10,0.013145603,15.731859,127.1675,127.157005,6.400517,178.00359,83.26918,180.1359,1.0,-0.02695916,-1.0,1150,0.79119945,0.2723943925375983,0.2723943925375983,0.2723943925375983,10,0.0,115,115.0,115,10,0.0,287.52283706779764,287.5228370677977,287.52283706779764,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-809.6237979142553,-809.6237979142553,-809.6237979142553,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,206.57563925560927,206.57563925560925,206.57563925560927,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-572.6924101060321,-572.6924101060321,-572.6924101060321,10.0,0.0,587.2084147411501,587.20841474115,587.2084147411501,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,996.0549910913252,996.0549910913252,996.0549910913252,10,1.1368683772161605e-13,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,5.990859,-0.10375607,-5.9650464,3125,1.2103642,114,85.14079115270098,39,2351,6.139745010287207,702.4164183432393,580.4076716628077,-294.45257387732704,2351,83.55782671485869,522615.0,434.97099256515503,200000.0,86.0,35981.87646102905,17200000.0,459.80077618633766,268750.0
2.5229966e-08,1.2670266e-09,150.20569,-0.004523629,1.4585229e-10,0.0129351495,15.726042,127.029976,127.019485,6.395777,180.33466,89.21382,182.41354,1.0,-0.030873436,-1.0,950,0.77784884,0.2623534049601275,0.2623534049601275,0.2623534049601275,10,5.551115123125783e-17,95,95.0,95,10,0.0,464.1462885301965,464.1462885301964,464.1462885301965,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-516.1834335723651,-516.1834335723651,-516.1834335723651,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,185.42164577041552,185.42164577041552,185.42164577041552,10,0.0,0.0,0.0,0.0,10,0.0,-472.805845635957,-472.8058456359569,-472.805845635957,10.0,5.684341886080804e-14,547.0080535340246,547.0080535340246,547.0080535340246,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,840.7058684340782,840.7058684340782,840.7058684340782,10,0.0,0.0105263157894736,0.0105263157894736,0.0105263157894736,10,1.734723475976807e-18,6.086155,-0.104980014,-6.0045905,3125,1.2132205,107,84.03614964270702,34,2379,6.075844410520412,709.4911191588867,580.0079099930442,-228.1192653782528,2379,87.39540062928378,524994.0,436.708132982254,200000.0,87.0,36418.58459401131,17400000.0,457.971777704738,271875.0
2.5229966e-08,1.266773e-09,149.8015,-0.0045421077,1.4610582e-10,0.012930991,15.717722,126.907326,126.89668,6.378788,185.48048,88.50927,187.58218,1.0,-0.03177151,-1.0,1000,0.77700126,0.2624081165699449,0.2624081165699449,0.2624081165699449,10,0.0,100,100.0,100,10,0.0,435.0814171081119,435.0814171081119,435.0814171081119,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-588.735344007123,-588.735344007123,-588.735344007123,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,189.2011616888952,189.2011616888952,189.2011616888952,10,0.0,0.0,0.0,0.0,10,0.0,-497.85113312821215,-497.8511331282122,-497.85113312821215,10.0,5.684341886080804e-14,576.3569475844731,576.3569475844731,576.3569475844731,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,876.1097849700787,876.1097849700787,876.1097849700787,10,0.0,0.01,0.0099999999999999,0.01,10,1.734723475976807e-18,5.7638006,-0.10540887,-5.89748,3125,1.2123258,119,85.31702127659574,63,2350,5.85901085068832,704.1444347001313,587.9581168760366,137.9297863367684,2350,64.20890619658188,527344.0,437.3314633369446,200000.0,88.0,36855.91605734825,17600000.0,457.3190286240824,275000.0
2.5229966e-08,1.2675531e-09,149.5216,-0.0045696334,1.453259e-10,0.012942844,15.712818,126.74363,126.7331,6.319637,189.98816,81.43606,192.16418,1.0,-0.03302306,-1.0,1290,0.7693231,0.2573589469791382,0.2573589469791382,0.2573589469791382,10,0.0,129,129.0,129,10,0.0,243.67797226006024,243.67797226006027,243.67797226006024,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-917.0879840583068,-917.0879840583068,-917.0879840583068,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,224.27404062737253,224.2740406273725,224.27404062737253,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-642.6608508572413,-642.6608508572411,-642.6608508572413,10.0,1.1368683772161605e-13,650.5324189999036,650.5324189999036,650.5324189999036,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,1048.6203475483317,1048.6203475483314,1048.6203475483317,10,2.273736754432321e-13,0.0077519379844961,0.0077519379844961,0.0077519379844961,10,0.0,5.9844136,-0.10486977,-6.4919424,3125,1.2117593,131,87.61883802816901,46,2272,6.995091140097617,718.5392111160431,585.4875224502908,-153.58596329798024,2272,94.85946487011242,529616.0,436.9679307937622,200000.0,89.0,37292.88398814201,17800000.0,457.69949212679165,278125.0
2.5229966e-08,1.2689151e-09,149.20242,-0.004571403,1.4396381e-10,0.012926739,15.708963,126.68541,126.67504,6.3519273,191.91048,83.74235,194.06778,1.0,-0.03643629,-1.0,1410,0.7674302,0.2558922366861555,0.2558922366861555,0.2558922366861555,10,5.551115123125783e-17,141,141.0,141,10,0.0,226.9882989134841,226.9882989134841,226.9882989134841,10,0.0,0.0,0.0,0.0,10,0.0,-985.8338733531676,-985.8338733531676,-985.8338733531676,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,232.2127671600228,232.2127671600228,232.2127671600228,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-702.7602883885373,-702.7602883885373,-702.7602883885373,10.0,0.0,687.8452681038092,687.8452681038091,687.8452681038092,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,1115.5244253913577,1115.5244253913577,1115.5244253913577,10,0.0,0.0070921985815602,0.0070921985815602,0.0070921985815602,10,8.673617379884035e-19,6.0794196,-0.10564587,-6.558578,3125,1.2116023,136,91.42191780821918,72,2190,7.111446427739885,721.5805199838455,595.3078910622481,187.25479221975024,2190,67.2528426095696,531806.0,435.5767900943756,200000.0,90.0,37728.46077823639,18000000.0,459.16128808577326,281250.0
2.5229966e-08,1.2657215e-09,148.89423,-0.0045611155,1.4715744e-10,0.012899192,15.713161,126.6573,126.6467,6.2817683,188.25002,83.141426,190.39102,1.0,-0.041387998,-1.0,1830,0.7588039,0.2510038493074809,0.2510038493074809,0.2510038493074809,10,5.551115123125783e-17,183,183.0,183,10,0.0,211.0117320232216,211.0117320232216,211.0117320232216,10,0.0,0.0,0.0,0.0,10,0.0,-1202.4376496071854,-1202.4376496071854,-1202.4376496071854,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,266.296476891488,266.296476891488,266.296476891488,10,0.0,0.0,0.0,0.0,10,0.0,-912.7954798277716,-912.7954798277716,-912.7954798277716,10.0,0.0,839.0705168824568,839.0705168824568,839.0705168824568,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,1340.8778676842337,1340.8778676842337,1340.8778676842337,10,0.0,0.0054644808743169,0.0054644808743169,0.0054644808743169,10,0.0,6.1997867,-0.10727447,-5.7090573,3125,1.2119887,148,92.8215113583681,38,2157,8.143368844050993,712.7330553845117,582.1547309572696,-367.8343961018095,2157,97.62369396725656,533963.0,442.13829350471497,200000.0,91.0,38170.599071741104,18200000.0,452.3471568469045,284375.0
2.5229966e-08,1.2637409e-09,148.55153,-0.004478723,1.4913804e-10,0.012797609,15.706244,126.59562,126.58487,6.2762566,184.08714,80.11396,186.27814,1.0,-0.019640267,-1.0,1140,0.7560354,0.2548726477863327,0.2548726477863327,0.2548726477863327,10,0.0,114,114.0,114,10,0.0,399.0337284408026,399.0337284408026,399.0337284408026,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-798.8827626361542,-798.8827626361542,-798.8827626361542,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,201.2201995835016,201.2201995835016,201.2201995835016,10,0.0,0.0,0.0,0.0,10,0.0,-567.8993805646396,-567.8993805646396,-567.8993805646396,10.0,0.0,681.4138079958759,681.4138079958759,681.4138079958759,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,1003.1818640622188,1003.1818640622188,1003.1818640622188,10,1.1368683772161605e-13,0.0087719298245614,0.0087719298245614,0.0087719298245614,10,0.0,6.1719947,-0.1076443,-6.063579,3125,1.2108349,156,91.71317117944012,44,2179,8.055729819330551,720.7394050629479,586.4536772101221,-342.944466548588,2179,94.85524903627872,536142.0,437.1882321834564,200000.0,92.0,38607.78730392456,18400000.0,457.4688550081431,287500.0
2.5229966e-08,1.2622712e-09,148.1129,-0.0047629676,1.5060776e-10,0.01305729,15.701667,126.576454,126.56564,6.1978526,181.3004,77.20538,183.51723,1.0,-0.027014757,-1.0,1050,0.7689888,0.2582312048698934,0.2582312048698934,0.2582312048698934,10,0.0,105,105.0,105,10,0.0,463.9133601921645,463.9133601921646,463.9133601921645,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-662.1609928136912,-662.1609928136912,-662.1609928136912,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,194.6031459058626,194.60314590586265,194.6031459058626,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-523.0412858927175,-523.0412858927175,-523.0412858927175,10.0,0.0,650.0564665412963,650.0564665412965,650.0564665412963,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,924.4560264514142,924.4560264514142,924.4560264514142,10,0.0,0.0095238095238095,0.0095238095238095,0.0095238095238095,10,1.734723475976807e-18,6.032888,-0.11014202,-6.0692987,3125,1.2109344,143,89.28889879625501,48,2243,7.019582620107214,721.8237887464303,597.4738132357268,-353.3568351384006,2243,90.85138774123456,538385.0,445.3641021251679,200000.0,93.0,39053.15140604973,18600000.0,449.0707693899199,290625.0
2.5229966e-08,1.2644022e-09,147.71533,-0.0046424153,1.4847669e-10,0.012914475,15.691919,126.569115,126.558334,6.139478,182.09868,77.18435,184.31169,1.0,-0.023856103,-1.0,860,0.775204,0.2598464639231899,0.25984646392319,0.2598464639231899,10,5.551115123125783e-17,86,86.0,86,10,0.0,565.5113131998877,565.5113131998877,565.5113131998877,10,0.0,0.0,0.0,0.0,10,0.0,-381.99030667844994,-381.99030667844994,-381.99030667844994,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,180.67556641188065,180.67556641188065,180.67556641188065,10,0.0,0.0,0.0,0.0,10,0.0,-428.1030666346372,-428.1030666346372,-428.1030666346372,10.0,0.0,556.4698186288547,556.4698186288548,556.4698186288547,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,758.4593014722399,758.4593014722398,758.4593014722399,10,1.1368683772161605e-13,0.0116279069767441,0.0116279069767441,0.0116279069767441,10,1.734723475976807e-18,6.015796,-0.113340646,-6.3666496,3125,1.2123256,113,86.28817946505609,31,2318,6.675502718717331,719.9705698420652,600.594823954761,-191.64109140327128,2318,87.35764797822156,540703.0,436.2225880622864,200000.0,94.0,39489.373994112015,18800000.0,458.4815309276072,293750.0
2.5229966e-08,1.263311e-09,147.38435,-0.0045394786,1.49568e-10,0.012793003,15.689798,126.554146,126.54326,6.122839,185.16418,81.71607,187.33707,1.0,-0.022113716,-1.0,840,0.7791224,0.2626718040598136,0.2626718040598136,0.2626718040598136,10,0.0,84,84.0,84,10,0.0,554.1069368834553,554.1069368834553,554.1069368834553,10,0.0,0.0,0.0,0.0,10,0.0,-359.38855727510474,-359.38855727510474,-359.38855727510474,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,177.66621692759006,177.66621692759006,177.66621692759006,10,0.0,0.0,0.0,0.0,10,0.0,-418.03067775575454,-418.03067775575454,-418.03067775575454,10.0,0.0,537.6222588451514,537.6222588451512,537.6222588451514,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,736.2376961415735,736.2376961415736,736.2376961415735,10,1.1368683772161605e-13,0.0119047619047619,0.0119047619047619,0.0119047619047619,10,0.0,5.7571964,-0.116464,-6.494414,3125,1.2127736,113,85.03993203058624,30,2354,6.699974206734767,714.7430883205631,596.3269184046269,-247.66155418714783,2354,102.32354064518763,543057.0,368.6658477783203,200000.0,95.0,39858.039841890335,19000000.0,542.496684206725,296875.0
2.522997e-08,1.2651942e-09,147.16289,-0.0046663135,1.4768473e-10,0.012907434,15.695903,126.539154,126.52845,6.126346,190.00374,83.52764,192.19437,1.0,-0.029225213,-1.0,800,0.78168774,0.2616818440136343,0.2616818440136343,0.2616818440136343,10,0.0,80,80.0,80,10,0.0,557.5814482869162,557.5814482869162,557.5814482869162,10,0.0,0.0,0.0,0.0,10,0.0,-323.4981927481569,-323.49819274815684,-323.4981927481569,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,170.06546369173725,170.06546369173725,170.06546369173725,10,0.0,0.0,0.0,0.0,10,0.0,-397.8474151923107,-397.8474151923107,-397.8474151923107,10.0,0.0,530.9909554698586,530.9909554698586,530.9909554698586,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,697.870637065788,697.8706370657881,697.870637065788,10,1.1368683772161605e-13,0.0125,0.0125,0.0125,10,0.0,6.2637672,-0.11752559,-5.8855405,3125,1.2124324,117,87.1239092495637,69,2292,6.397834827262279,722.812976665506,613.2977422513045,97.55221295360754,2292,63.1120821145048,545349.0,290.29209327697754,200000.0,96.0,40148.33193516731,19200000.0,688.9612381180951,300000.0
2.5229966e-08,1.2679792e-09,147.14809,-0.0045003938,1.4489986e-10,0.012740685,15.698678,126.431366,126.42096,6.079212,194.94443,82.22878,197.174,1.0,-0.02863269,-1.0,870,0.7800647,0.2616693264529367,0.2616693264529367,0.2616693264529367,10,0.0,87,87.0,87,10,0.0,539.2931749310684,539.2931749310684,539.2931749310684,10,0.0,0.0,0.0,0.0,10,0.0,-399.3515744941062,-399.35157449410616,-399.3515744941062,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,177.49902931900982,177.49902931900982,177.49902931900982,10,0.0,0.0,0.0,0.0,10,0.0,-432.7496813541368,-432.7496813541368,-432.7496813541368,10.0,0.0,552.6972862330749,552.6972862330749,552.6972862330749,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,761.1981152272268,761.1981152272267,761.1981152272268,10,1.1368683772161605e-13,0.0114942528735632,0.0114942528735632,0.0114942528735632,10,0.0,6.803617,-0.11861485,-5.8556824,3125,1.2126867,125,89.54146122814882,61,2231,6.898051057958718,730.364041380683,616.1367469811288,108.3001750343265,2231,66.9714913652231,547580.0,289.65954208374023,200000.0,97.0,40437.99147725105,19400000.0,690.4657742715765,303125.0
2.5229966e-08,1.2686718e-09,147.13301,-0.004388641,1.4420709e-10,0.012628092,15.706465,126.33584,126.32534,6.052979,197.14105,80.31323,199.33728,1.0,-0.032714445,-1.0,820,0.79513043,0.2706796881742301,0.27067968817423,0.2706796881742301,10,5.551115123125783e-17,82,82.0,82,10,0.0,496.6903022540268,496.69030225402673,496.6903022540268,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-337.34568603054487,-337.3456860305449,-337.34568603054487,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,163.91456710942415,163.91456710942413,163.91456710942415,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,-407.7036603584434,-407.7036603584434,-407.7036603584434,10.0,0.0,492.6222584323473,492.6222584323474,492.6222584323473,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,705.2028231012441,705.2028231012442,705.2028231012441,10,1.1368683772161605e-13,0.0121951219512195,0.0121951219512195,0.0121951219512195,10,0.0,6.202088,-0.11769682,-6.2997465,3125,1.2123477,140,91.42583295298952,40,2191,8.390506084695222,727.3123553555429,605.815120266183,-153.0345638535226,2191,88.91573466890493,549771.0,295.21658205986023,200000.0,98.0,40733.20805931091,19600000.0,677.4687200986785,306250.0
2.5229966e-08,1.2704354e-09,147.11652,-0.0044729747,1.4244353e-10,0.012711499,15.709434,126.27321,126.26279,6.0483174,194.27914,79.538315,196.50076,1.0,-0.03435448,-1.0,810,0.79622716,0.2696608148525561,0.2696608148525561,0.2696608148525561,10,0.0,81,81.0,81,10,0.0,506.54745968485946,506.5474596848595,506.54745968485946,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,-336.023258688107,-336.023258688107,-336.023258688107,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,163.44855928543933,163.44855928543933,163.44855928543933,10,0.0,0.0,0.0,0.0,10,0.0,-402.6803440197476,-402.6803440197476,-402.6803440197476,10.0,0.0,499.150753081318,499.150753081318,499.150753081318,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,702.6517500259564,702.6517500259563,702.6517500259564,10,1.1368683772161605e-13,0.0123456790123456,0.0123456790123456,0.0123456790123456,10,0.0,5.7911577,-0.11893223,-6.2724705,3125,1.2121037,138,92.7016241299304,41,2155,9.437820551321884,718.5069775038269,595.8737902005901,-173.06085758608367,2155,102.14452997016257,551926.0,291.14937257766724,200000.0,99.0,41024.35743188858,19800000.0,686.9326154795262,309375.0
2.5229966e-08,1.2665964e-09,147.03264,-0.004679583,1.4628254e-10,0.0129134115,15.702229,126.24994,126.239296,5.965633,190.2477,80.55079,192.51036,1.0,-0.018211499,-1.0,840,0.78262484,0.2671490460726765,0.2671490460726765,0.2671490460726765,10,5.551115123125783e-17,84,84.0,84,10,0.0,517.8537663932466,517.8537663932466,517.8537663932466,10,0.0,0.0,0.0,0.0,10,0.0,-363.1801086461715,-363.1801086461715,-363.1801086461715,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,170.31544704696765,170.31544704696765,170.31544704696765,10,0.0,0.0,0.0,0.0,10,0.0,-417.7779916471801,-417.7779916471801,-417.7779916471801,10.0,0.0,513.9296402723045,513.9296402723046,513.9296402723045,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,734.5667793673259,734.5667793673258,734.5667793673259,10,1.1368683772161605e-13,0.0119047619047619,0.0119047619047619,0.0119047619047619,10,0.0,6.0983,-0.11792616,-6.007226,3125,1.2120074,131,92.1810623556582,54,2165,8.605788469178774,721.179306621088,607.0392016527699,-177.18694063810972,2165,91.52904571357077,554091.0,291.40843319892883,200000.0,100.0,41315.76586508751,20000000.0,686.3219358633687,312500.0
2.5229966e-08,1.2638478e-09,146.9464,-0.0051264064,1.4903119e-10,0.013355406,15.688196,126.25094,126.2402,5.90661,187.93826,78.77775,190.1837,1.0,-0.022863882,-1.0,800,0.78316486,0.2661465106798745,0.2661465106798745,0.2661465106798745,10,0.0,80,80.0,80,10,0.0,554.0130891969776,554.0130891969776,554.0130891969776,10,0.0,0.0,0.0,0.0,10,0.0,-321.5540725379001,-321.5540725379001,-321.5540725379001,10,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,167.02193856265785,167.02193856265785,167.02193856265785,10,0.0,0.0,0.0,0.0,10,0.0,-397.9198210292423,-397.9198210292424,-397.9198210292423,10.0,5.684341886080804e-14,526.0835807417916,526.0835807417916,526.0835807417916,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,700.3814634596706,700.3814634596707,700.3814634596706,10,1.1368683772161605e-13,0.0125,0.0125,0.0125,10,0.0,5.664549,-0.116448104,-5.8106036,3125,1.2126578,135,89.71294223018361,33,2233,9.107729525590152,725.1571294064688,599.9058699201809,-346.3322543700588,2233,125.33782318131884,556324.0,295.43261432647705,200000.0,101.0,41611.19847941399,20200000.0,676.9733275926799,315625.0
