actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/act_mag/max,test/rwd_metrics/act_mag/mean,test/rwd_metrics/act_mag/min,test/rwd_metrics/act_mag/size,test/rwd_metrics/act_mag/std,test/rwd_metrics/cyclic_hip/max,test/rwd_metrics/cyclic_hip/mean,test/rwd_metrics/cyclic_hip/min,test/rwd_metrics/cyclic_hip/size,test/rwd_metrics/cyclic_hip/std,test/rwd_metrics/dense/max,test/rwd_metrics/dense/mean,test/rwd_metrics/dense/min,test/rwd_metrics/dense/size,test/rwd_metrics/dense/std,test/rwd_metrics/done/max,test/rwd_metrics/done/mean,test/rwd_metrics/done/min,test/rwd_metrics/done/size,test/rwd_metrics/done/std,test/rwd_metrics/fall_rew/max,test/rwd_metrics/fall_rew/mean,test/rwd_metrics/fall_rew/min,test/rwd_metrics/fall_rew/size,test/rwd_metrics/fall_rew/std,test/rwd_metrics/joint_angle_rew/max,test/rwd_metrics/joint_angle_rew/mean,test/rwd_metrics/joint_angle_rew/min,test/rwd_metrics/joint_angle_rew/size,test/rwd_metrics/joint_angle_rew/std,test/rwd_metrics/mirror_leg/max,test/rwd_metrics/mirror_leg/mean,test/rwd_metrics/mirror_leg/min,test/rwd_metrics/mirror_leg/size,test/rwd_metrics/mirror_leg/std,test/rwd_metrics/ref_rot/max,test/rwd_metrics/ref_rot/mean,test/rwd_metrics/ref_rot/min,test/rwd_metrics/ref_rot/size,test/rwd_metrics/ref_rot/std,test/rwd_metrics/solved/max,test/rwd_metrics/solved/mean,test/rwd_metrics/solved/min,test/rwd_metrics/solved/size,test/rwd_metrics/solved/std,test/rwd_metrics/sparse/max,test/rwd_metrics/sparse/mean,test/rwd_metrics/sparse/min,test/rwd_metrics/sparse/size,test/rwd_metrics/sparse/std,test/rwd_metrics/step_length_rew/max,test/rwd_metrics/step_length_rew/mean,test/rwd_metrics/step_length_rew/min,test/rwd_metrics/step_length_rew/size,test/rwd_metrics/step_length_rew/std,test/rwd_metrics/vel_reward/max,test/rwd_metrics/vel_reward/mean,test/rwd_metrics/vel_reward/min,test/rwd_metrics/vel_reward/size,test/rwd_metrics/vel_reward/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
2.5229966e-08,1.5592243e-09,148.61127,-0.013037688,2.0687438e-10,0.023440482,16.424547,193.86859,193.85478,8.787843,1086.6188,1361.3519,1088.997,1.0,0.014944214,-1.0,2340,0.83139783,0.3228187763099956,0.3228187763099956,0.3228187763099956,10,0.0,234,234.0,234,10,0.0,2130.4425271220166,2130.4425271220166,2130.4425271220166,10,0.0,0.0,0.0,0.0,10,0.0,-1985.7665179939904,-1985.7665179939904,-1985.7665179939904,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,229.2265363299491,229.2265363299492,229.2265363299491,10,5.684341886080804e-14,8.986579282344431,8.986579282344433,8.986579282344431,10,1.7763568394002505e-15,1706.8429669747247,1706.8429669747245,1706.8429669747247,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,615.4356630383802,615.4356630383802,615.4356630383802,10.0,0.0,1675.7172994906075,1675.7172994906075,1675.7172994906075,10,0.0,0.0042735042735042,0.0042735042735042,0.0042735042735042,10,0.0,6.443448,-0.023158846,-6.6573386,3125,1.2664694,2001,1704.821138211382,160,123,562.3892415981755,23813.523195887825,19786.583203694343,1303.608168897503,123,6780.076463189027,726851.0,334.9426374435425,200000.0,649.0,180887.7852385044,129800000.0,597.1171706489944,2028125.0
2.5229967e-08,1.5552298e-09,148.53299,-0.009441238,2.1086914e-10,0.019838545,16.418188,193.95345,193.93947,8.651212,1089.1864,1380.7178,1091.658,1.0,0.021027666,-1.0,1970,0.8315493,0.3232190002464519,0.3232190002464518,0.3232190002464519,10,5.551115123125783e-17,197,197.0,197,10,0.0,1788.069331167057,1788.069331167057,1788.069331167057,10,0.0,0.0,0.0,0.0,10,0.0,-1603.920680840275,-1603.9206808402748,-1603.920680840275,10.0,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,199.58353088404235,199.58353088404235,199.58353088404235,10,0.0,0.0,0.0,0.0,10,0.0,1392.4653614301878,1392.4653614301878,1392.4653614301878,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,522.8101245823124,522.8101245823125,522.8101245823124,10.0,1.1368683772161605e-13,1397.1309951107896,1397.13099511079,1397.1309951107896,10,2.273736754432321e-13,0.0050761421319796,0.0050761421319796,0.0050761421319796,10,0.0,5.819944,-0.02148646,-6.0270066,3125,1.2651818,2001,1714.1517857142858,125,112,564.0945527667299,24007.086771171733,19930.891847808216,1020.6123984382658,112,6797.739760798926,726963.0,333.1132025718689,200000.0,650.0,181220.89844107628,130000000.0,600.3964972143372,2031250.0
2.5229966e-08,1.5560517e-09,148.54106,-0.008089631,2.10047e-10,0.018487506,16.414265,193.96184,193.9486,8.237973,1096.8772,1527.4247,1099.457,1.0,0.011793706,-1.0,1970,0.83771557,0.324773812976559,0.324773812976559,0.324773812976559,10,0.0,197,197.0,197,10,0.0,1753.3924315374104,1753.3924315374104,1753.3924315374104,10,0.0,0.0,0.0,0.0,10,0.0,-1629.0161485611757,-1629.0161485611757,-1629.0161485611757,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,210.9996746948651,210.9996746948651,210.9996746948651,10,0.0,0.0,0.0,0.0,10,0.0,1354.5679042745392,1354.5679042745392,1354.5679042745392,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,532.5639890159204,532.5639890159202,532.5639890159204,10.0,1.1368683772161605e-13,1404.277012113262,1404.277012113262,1404.277012113262,10,0.0,0.0050761421319796,0.0050761421319796,0.0050761421319796,10,0.0,6.143186,-0.01143565,-5.922753,3125,1.268117,2001,1656.0243902439024,127,123,638.7083187796185,24092.84813843892,19357.28470375034,1145.269266215474,123,7738.439155469471,727086.0,336.46238565444946,200000.0,651.0,181557.3608267308,130200000.0,594.4200853565908,2034375.0
2.5229962e-08,1.5522957e-09,148.49295,-0.009239747,2.1380296e-10,0.019634254,16.409758,194.06293,194.04947,7.853894,1107.4445,1610.1559,1110.2089,1.0,0.013207244,-1.0,1980,0.8425165,0.3280516769450535,0.3280516769450535,0.3280516769450535,10,5.551115123125783e-17,198,198.0,198,10,0.0,1774.966158832706,1774.966158832706,1774.966158832706,10,0.0,0.0,0.0,0.0,10,0.0,-1648.7833328293195,-1648.7833328293195,-1648.7833328293195,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,218.1726433787372,218.1726433787372,218.1726433787372,10,0.0,0.0,0.0,0.0,10,0.0,1358.250878078616,1358.250878078616,1358.250878078616,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,549.00415546987,549.00415546987,549.00415546987,10.0,0.0,1418.3218147348016,1418.3218147348016,1418.3218147348016,10,0.0,0.005050505050505,0.005050505050505,0.005050505050505,10,8.673617379884035e-19,5.877087,-0.004674317,-6.1394877,3125,1.2742051,2001,1660.593220338983,155,118,576.7255793289745,24059.18782775266,19430.973758202595,1543.6951365272007,118,7006.830993578271,727204.0,343.5546488761902,200000.0,652.0,181900.9154756069,130400000.0,582.1490137136109,2037500.0
2.5229962e-08,1.5554895e-09,148.43405,-0.005112976,2.1060913e-10,0.015503359,16.414585,194.07564,194.06218,8.00723,1106.6104,1644.5623,1109.3325,1.0,0.004416373,-1.0,1640,0.84305996,0.323414247894786,0.323414247894786,0.323414247894786,10,0.0,164,164.0,164,10,0.0,1341.6230319430156,1341.6230319430156,1341.6230319430156,10,0.0,0.0,0.0,0.0,10,0.0,-1424.076250430028,-1424.0762504300278,-1424.076250430028,10.0,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,181.7150204816655,181.7150204816655,181.7150204816655,10,0.0,0.0,0.0,0.0,10,0.0,1089.8278442448986,1089.8278442448986,1089.8278442448986,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,441.363396639946,441.363396639946,441.363396639946,10.0,0.0,1172.7930210065338,1172.7930210065338,1172.7930210065338,10,0.0,0.0060975609756097,0.0060975609756097,0.0060975609756097,10,0.0,6.1890574,-0.012610792,-6.2331953,3125,1.2757766,2001,1213.2732558139537,65,172,669.9132890651922,24103.88217044581,13975.258529605384,377.4290080368078,172,8067.375091989209,727376.0,324.81351828575134,200000.0,653.0,182225.72899389267,130600000.0,615.7379195777562,2040625.0
2.5229962e-08,1.55428e-09,148.51587,-0.010483559,2.1181858e-10,0.020879671,16.421646,193.76178,193.74796,8.688035,1095.0394,1590.8704,1097.6063,1.0,0.013690674,-1.0,1900,0.84519315,0.3289095748171995,0.3289095748171995,0.3289095748171995,10,0.0,190,190.0,190,10,0.0,1696.8159416027218,1696.8159416027218,1696.8159416027218,10,0.0,0.0,0.0,0.0,10,0.0,-1537.3450317821685,-1537.3450317821685,-1537.3450317821685,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,205.0784156558558,205.07841565585576,205.0784156558558,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,1290.7146942796558,1290.7146942796558,1290.7146942796558,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,506.7564545500467,506.7564545500466,506.7564545500467,10.0,5.684341886080804e-14,1351.6114088993313,1351.6114088993313,1351.6114088993313,10,0.0,0.0052631578947368,0.0052631578947368,0.0052631578947368,10,8.673617379884035e-19,6.3515244,-0.015011086,-6.0235815,3125,1.2745697,2001,1019.6190476190476,81,210,655.7410258406298,24029.29143610965,11651.241599065908,573.4505661173552,210,7907.66926507613,727586.0,332.0895023345947,200000.0,654.0,182557.81954598427,130800000.0,602.2472815129556,2043750.0
2.5229975e-08,1.5519506e-09,148.62234,-0.0102366535,2.1414882e-10,0.020640217,16.424269,193.17644,193.16176,9.38937,1076.933,1343.3114,1079.4314,1.0,0.020897394,-1.0,1740,0.8419111,0.328479318562563,0.328479318562563,0.328479318562563,10,5.551115123125783e-17,174,174.0,174,10,0.0,1398.0728397141377,1398.0728397141377,1398.0728397141377,10,0.0,0.0,0.0,0.0,10,0.0,-1465.9283453960163,-1465.9283453960163,-1465.9283453960163,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,189.3372696627187,189.3372696627187,189.3372696627187,10,0.0,0.0,0.0,0.0,10,0.0,1146.7007360475768,1146.7007360475768,1146.7007360475768,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,451.54534272468254,451.54534272468254,451.54534272468254,10.0,0.0,1196.4178366751744,1196.4178366751744,1196.4178366751744,10,0.0,0.0057471264367816,0.0057471264367816,0.0057471264367816,10,0.0,6.3369336,-0.018825015,-5.967965,3125,1.2758007,2001,841.2551440329219,108,243,545.1846071645612,24054.87545192173,9472.51008226201,840.7652961049058,243,6526.991354490494,727829.0,333.9208724498749,200000.0,655.0,182891.7404184341,131000000.0,598.9442904022783,2046875.0
2.5229966e-08,1.5611649e-09,148.86723,-0.0074901953,2.0493389e-10,0.017910901,16.425825,192.41675,192.4026,10.312853,1050.8949,1154.2399,1053.1182,1.0,0.009178471,-1.0,2340,0.8268541,0.3157140237056913,0.3157140237056913,0.3157140237056913,10,0.0,234,234.0,234,10,0.0,2071.059852718515,2071.059852718515,2071.059852718515,10,0.0,0.0,0.0,0.0,10,0.0,-1973.961214792664,-1973.961214792664,-1973.961214792664,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,232.3762957419403,232.37629574194028,232.3762957419403,10,2.8421709430404014e-14,8.591147164214783,8.591147164214785,8.591147164214783,10,1.7763568394002505e-15,1640.000219149112,1640.000219149112,1640.000219149112,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,606.8921148512118,606.8921148512118,606.8921148512118,10.0,0.0,1677.1612906046992,1677.161290604699,1677.1612906046992,10,2.273736754432321e-13,0.0042735042735042,0.0042735042735042,0.0042735042735042,10,0.0,6.057253,-0.025223846,-6.0577097,3125,1.2731832,2001,731.7892720306513,42,261,497.1482021531082,23845.026818154696,8022.714766261318,324.0941492339746,261,5904.449549124193,728090.0,336.74329113960266,200000.0,656.0,183228.4837095737,131200000.0,593.9242303036309,2050000.0
2.5229978e-08,1.5588962e-09,149.38846,-0.00847244,2.0720352e-10,0.018929634,16.414284,191.86118,191.8466,10.587031,1038.9379,897.84045,1041.1201,1.0,0.024868831,-1.0,2230,0.8261587,0.3212522369650606,0.3212522369650606,0.3212522369650606,10,5.551115123125783e-17,223,223.0,223,10,0.0,1930.5044052266303,1930.5044052266303,1930.5044052266303,10,0.0,0.0,0.0,0.0,10,0.0,-1927.407410400084,-1927.407410400084,-1927.407410400084,10.0,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,207.9069801839358,207.9069801839358,207.9069801839358,10,0.0,8.21311505504691,8.21311505504691,8.21311505504691,10,0.0,1612.4544020855317,1612.4544020855317,1612.4544020855317,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,574.0209707879782,574.0209707879783,574.0209707879782,10.0,1.1368683772161605e-13,1575.316347514221,1575.316347514221,1575.316347514221,10,0.0,0.0044843049327354,0.0044843049327354,0.0044843049327354,10,0.0,5.7759056,-0.020284062,-5.837634,3125,1.269434,2001,1482.4318181818182,99,132,666.460712806746,24119.89223115137,17239.613091745054,737.1535744689677,132,8133.335011762591,728222.0,339.3306939601898,200000.0,657.0,183567.814403534,131400000.0,589.395547057302,2053125.0
2.5229967e-08,1.5622098e-09,149.67194,-0.0071708197,2.0388886e-10,0.017647855,16.399742,191.75827,191.74382,10.212325,1042.7684,964.9814,1044.9885,1.0,0.014910494,-1.0,2560,0.8267766,0.3188129124165623,0.3188129124165623,0.3188129124165623,10,0.0,256,256.0,256,10,0.0,2334.0087408482086,2334.008740848208,2334.0087408482086,10,4.547473508864641e-13,0.0,0.0,0.0,10,0.0,-2170.149986244635,-2170.149986244636,-2170.149986244635,10.0,4.547473508864641e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,244.18502477983424,244.18502477983424,244.18502477983424,10,0.0,8.421031052546423,8.421031052546423,8.421031052546423,10,0.0,1845.6807433721915,1845.6807433721915,1845.6807433721915,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,683.8408532218186,683.8408532218185,683.8408532218186,10.0,1.1368683772161605e-13,1842.031074666452,1842.031074666452,1842.031074666452,10,2.273736754432321e-13,0.00390625,0.00390625,0.00390625,10,0.0,6.249666,-0.013249725,-6.194335,3125,1.2702192,2001,1526.104838709677,150,124,702.1706760921332,24347.092108628683,17942.022059193303,1157.3591807032474,124,8614.021121084259,728346.0,330.09027314186096,200000.0,658.0,183897.9046766758,131600000.0,605.8948605069837,2056250.0
2.5229967e-08,1.5609911e-09,149.56006,-0.0074118897,2.0510775e-10,0.017881095,16.401207,192.09811,192.08385,9.600278,1057.1156,1085.2971,1059.503,1.0,0.021700058,-1.0,2260,0.82788515,0.321129852619274,0.3211298526192739,0.321129852619274,10,5.551115123125783e-17,226,226.0,226,10,0.0,1957.1304181635503,1957.1304181635503,1957.1304181635503,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-1939.6009204389795,-1939.6009204389788,-1939.6009204389795,10.0,4.547473508864641e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,223.7555299434161,223.7555299434161,223.7555299434161,10,0.0,8.337240393570168,8.337240393570168,8.337240393570168,10,0.0,1592.916228558253,1592.916228558253,1592.916228558253,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,597.747860002722,597.7478600027218,597.747860002722,10.0,1.1368683772161605e-13,1593.974479704569,1593.9744797045691,1593.974479704569,10,2.273736754432321e-13,0.0044247787610619,0.0044247787610619,0.0044247787610619,10,0.0,5.8162684,-0.012084707,-6.3191843,3125,1.2716744,2001,1599.2089552238806,88,134,599.505219807568,24324.9912824173,18803.57928344285,453.3478769808328,134,7363.797158224293,728480.0,331.23994994163513,200000.0,659.0,184229.14462661743,131800000.0,603.7919038305622,2059375.0
2.5229962e-08,1.556438e-09,149.32443,-0.007834267,2.0966065e-10,0.018286979,16.405697,192.68333,192.6691,9.100109,1075.3573,1274.6536,1077.8237,1.0,0.021836132,-1.0,2070,0.8365204,0.3271049736303169,0.327104973630317,0.3271049736303169,10,5.551115123125783e-17,207,207.0,207,10,0.0,1770.6797774478512,1770.6797774478514,1770.6797774478512,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-1754.687139974796,-1754.687139974796,-1754.687139974796,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,194.78265315012155,194.7826531501216,194.78265315012155,10,2.8421709430404014e-14,8.050484480672718,8.050484480672718,8.050484480672718,10,0.0,1433.1356321657436,1433.1356321657436,1433.1356321657436,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,541.8530431739532,541.8530431739531,541.8530431739532,10.0,1.1368683772161605e-13,1467.5451044521565,1467.5451044521565,1467.5451044521565,10,0.0,0.0048309178743961,0.0048309178743961,0.0048309178743961,10,0.0,6.2375298,-0.011202366,-6.1926565,3125,1.273227,2001,1557.3333333333333,148,120,654.3718404359676,24271.04244618272,18284.449784537857,1210.2017351707327,120,7992.80217790952,728600.0,336.06240344047546,200000.0,660.0,184565.2070300579,132000000.0,595.1275654535533,2062500.0
2.5229966e-08,1.5581766e-09,148.82419,-0.009856861,2.0792228e-10,0.020274553,16.42208,193.45644,193.44319,8.742419,1101.8452,1606.1531,1104.3566,1.0,0.024108604,-1.0,1890,0.8423475,0.3315253246351945,0.3315253246351944,0.3315253246351945,10,5.551115123125783e-17,189,189.0,189,10,0.0,1593.3043130769142,1593.3043130769142,1593.3043130769142,10,0.0,0.0,0.0,0.0,10,0.0,-1524.431983192179,-1524.431983192179,-1524.431983192179,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,186.4345345305433,186.4345345305433,186.4345345305433,10,0.0,0.0,0.0,0.0,10,0.0,1257.1052268599592,1257.1052268599592,1257.1052268599592,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,496.16597269861575,496.1659726986157,496.16597269861575,10.0,5.684341886080804e-14,1298.0305621799766,1298.0305621799766,1298.0305621799766,10,0.0,0.0052910052910052,0.0052910052910052,0.0052910052910052,10,0.0,5.962019,-0.012434956,-6.152531,3125,1.2767103,2001,1528.074074074074,145,135,666.1506406170552,24351.933739825607,17995.59910159187,1430.9227021467466,135,8119.692142058193,728735.0,332.04280066490173,200000.0,661.0,184897.2498307228,132200000.0,602.3319873206358,2065625.0
2.5229967e-08,1.5638508e-09,148.52353,-0.0079016,2.0224811e-10,0.018298246,16.441698,193.5266,193.51346,8.881197,1108.2003,1588.7689,1110.7834,1.0,0.017339922,-1.0,1830,0.8501194,0.3341637732172925,0.3341637732172925,0.3341637732172925,10,0.0,183,183.0,183,10,0.0,1541.908576193988,1541.908576193988,1541.908576193988,10,0.0,0.0,0.0,0.0,10,0.0,-1454.459648777944,-1454.459648777944,-1454.459648777944,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,171.4370954848023,171.4370954848023,171.4370954848023,10,0.0,0.0,0.0,0.0,10,0.0,1200.149103659426,1200.1491036594257,1200.149103659426,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,467.1436385512676,467.14363855126766,467.1436385512676,10.0,5.684341886080804e-14,1277.6383872764377,1277.6383872764377,1277.6383872764377,10,0.0,0.0054644808743169,0.0054644808743169,0.0054644808743169,10,0.0,6.0759068,-0.012297432,-5.960293,3125,1.2806517,2001,1061.6666666666667,138,192,621.2742142609458,24211.88396885714,12157.419710950062,1345.5157671818167,192,7498.265129015544,728927.0,337.81460523605347,200000.0,662.0,185235.0644359589,132400000.0,592.0407137525825,2068750.0
2.5229962e-08,1.564946e-09,148.60826,-0.0103676,2.0115268e-10,0.020770177,16.45009,193.18492,193.17148,9.274601,1102.1393,1495.6028,1104.5281,1.0,0.0077351206,-1.0,1820,0.85187334,0.3306846613386708,0.3306846613386708,0.3306846613386708,10,0.0,182,182.0,182,10,0.0,1600.3724779721788,1600.3724779721786,1600.3724779721788,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-1439.1362922162375,-1439.1362922162375,-1439.1362922162375,10.0,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,180.8494553510801,180.84945535108017,180.8494553510801,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,1291.2435876146517,1291.2435876146517,1291.2435876146517,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,464.297912779557,464.297912779557,464.297912779557,10.0,0.0,1223.1178144431278,1223.117814443128,1223.1178144431278,10,2.273736754432321e-13,0.0054945054945054,0.0054945054945054,0.0054945054945054,10,0.0,5.896357,-0.0102748135,-5.842494,3125,1.2797929,2001,1326.5310344827583,131,145,638.2727560422945,24287.730159339248,15383.17691470515,1075.4726492032255,145,7845.521235504594,729072.0,327.3159041404724,200000.0,663.0,185562.3803400993,132600000.0,611.0304982741293,2071875.0
2.5229962e-08,1.5656685e-09,148.82764,-0.010202234,2.0043033e-10,0.020620167,16.45453,192.89116,192.87747,9.5820675,1097.544,1345.1149,1099.9064,1.0,0.011187452,-1.0,1790,0.84606314,0.3285877291323624,0.3285877291323624,0.3285877291323624,10,5.551115123125783e-17,179,179.0,179,10,0.0,1489.8185982687544,1489.8185982687542,1489.8185982687544,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-1437.4646760378537,-1437.4646760378532,-1437.4646760378537,10.0,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,177.32988305078865,177.32988305078862,177.32988305078865,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,1199.4344939594307,1199.4344939594307,1199.4344939594307,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,458.1995629083757,458.1995629083757,458.1995629083757,10.0,0.0,1212.3193343880134,1212.3193343880134,1212.3193343880134,10,0.0,0.0055865921787709,0.0055865921787709,0.0055865921787709,10,0.0,6.128845,-0.014040753,-6.202917,3125,1.2803588,2001,1342.689393939394,106,132,663.8733579095164,24251.266970734,15570.218645708675,652.3597945425829,132,8114.435082259656,729204.0,326.03946709632874,200000.0,664.0,185888.4198071957,132800000.0,613.4226686762121,2075000.0
2.5229985e-08,1.5611699e-09,148.87875,-0.007323294,2.0492985e-10,0.017744808,16.450478,192.80658,192.79256,9.547081,1096.2039,1379.0839,1098.5723,1.0,-0.012809724,-1.0,2200,0.84062576,0.3167296330056818,0.3167296330056818,0.3167296330056818,10,5.551115123125783e-17,220,220.0,220,10,0.0,1944.310454174011,1944.310454174011,1944.310454174011,10,0.0,0.0,0.0,0.0,10,0.0,-1893.2726706633744,-1893.2726706633744,-1893.2726706633744,10.0,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,217.2788700779153,217.2788700779153,217.2788700779153,10,0.0,8.463241646354977,8.463241646354977,8.463241646354977,10,0.0,1571.8686971979191,1571.8686971979191,1571.8686971979191,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,594.898096818627,594.898096818627,594.898096818627,10.0,0.0,1565.074219096569,1565.074219096569,1565.074219096569,10,2.273736754432321e-13,0.0045454545454545,0.0045454545454545,0.0045454545454545,10,0.0,6.685108,-0.012618481,-5.909025,3125,1.2804247,2001,1500.05625,150,160,630.4486720470886,24400.11653321159,17553.928816170293,876.348107167458,160,7782.355127041453,729364.0,329.18929839134216,200000.0,665.0,186217.609105587,133000000.0,607.5531646300325,2078125.0
2.5229962e-08,1.5658179e-09,148.98956,-0.0070591834,2.0028068e-10,0.017488452,16.44926,192.66745,192.65384,9.604045,1092.5709,1272.5121,1094.9673,1.0,-0.022908062,-1.0,2610,0.8376568,0.3117392891675297,0.3117392891675297,0.3117392891675297,10,0.0,261,261.0,261,10,0.0,2412.37403099686,2412.37403099686,2412.37403099686,10,0.0,0.0,0.0,0.0,10,0.0,-2235.2007679573285,-2235.2007679573285,-2235.2007679573285,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,265.1849072687559,265.1849072687559,265.1849072687559,10,0.0,8.591147164214783,8.591147164214785,8.591147164214783,10,1.7763568394002505e-15,1911.4196829710625,1911.4196829710625,1911.4196829710625,10,2.273736754432321e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,703.3808132976335,703.3808132976335,703.3808132976335,10.0,0.0,1878.998248252522,1878.9982482525224,1878.998248252522,10,2.273736754432321e-13,0.003831417624521,0.003831417624521,0.003831417624521,10,0.0,6.3227115,-0.012242532,-6.070925,3125,1.2817703,2001,1549.8073394495414,125,109,630.6979893004261,24821.357763325814,18261.559397763504,687.5427987966613,109,7805.200636466306,729473.0,340.81975293159485,200000.0,666.0,186558.4288585186,133200000.0,586.8204476990555,2081250.0
