actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/act_mag/max,test/rwd_metrics/act_mag/mean,test/rwd_metrics/act_mag/min,test/rwd_metrics/act_mag/size,test/rwd_metrics/act_mag/std,test/rwd_metrics/cyclic_hip/max,test/rwd_metrics/cyclic_hip/mean,test/rwd_metrics/cyclic_hip/min,test/rwd_metrics/cyclic_hip/size,test/rwd_metrics/cyclic_hip/std,test/rwd_metrics/dense/max,test/rwd_metrics/dense/mean,test/rwd_metrics/dense/min,test/rwd_metrics/dense/size,test/rwd_metrics/dense/std,test/rwd_metrics/done/max,test/rwd_metrics/done/mean,test/rwd_metrics/done/min,test/rwd_metrics/done/size,test/rwd_metrics/done/std,test/rwd_metrics/fall_rew/max,test/rwd_metrics/fall_rew/mean,test/rwd_metrics/fall_rew/min,test/rwd_metrics/fall_rew/size,test/rwd_metrics/fall_rew/std,test/rwd_metrics/joint_angle_rew/max,test/rwd_metrics/joint_angle_rew/mean,test/rwd_metrics/joint_angle_rew/min,test/rwd_metrics/joint_angle_rew/size,test/rwd_metrics/joint_angle_rew/std,test/rwd_metrics/mirror_leg/max,test/rwd_metrics/mirror_leg/mean,test/rwd_metrics/mirror_leg/min,test/rwd_metrics/mirror_leg/size,test/rwd_metrics/mirror_leg/std,test/rwd_metrics/ref_rot/max,test/rwd_metrics/ref_rot/mean,test/rwd_metrics/ref_rot/min,test/rwd_metrics/ref_rot/size,test/rwd_metrics/ref_rot/std,test/rwd_metrics/solved/max,test/rwd_metrics/solved/mean,test/rwd_metrics/solved/min,test/rwd_metrics/solved/size,test/rwd_metrics/solved/std,test/rwd_metrics/sparse/max,test/rwd_metrics/sparse/mean,test/rwd_metrics/sparse/min,test/rwd_metrics/sparse/size,test/rwd_metrics/sparse/std,test/rwd_metrics/step_length_rew/max,test/rwd_metrics/step_length_rew/mean,test/rwd_metrics/step_length_rew/min,test/rwd_metrics/step_length_rew/size,test/rwd_metrics/step_length_rew/std,test/rwd_metrics/vel_reward/max,test/rwd_metrics/vel_reward/mean,test/rwd_metrics/vel_reward/min,test/rwd_metrics/vel_reward/size,test/rwd_metrics/vel_reward/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
0.5734692,-63.993298,49.70765,-0.14135413,64.03344,0.14483367,16.782806,203.18471,173.19339,12.965307,134.46861,321.27463,136.77148,1.0,-0.035812,-1.0,890,0.9872264,0.3856948913649149,0.3856948913649148,0.3856948913649149,10,5.551115123125783e-17,89,89.0,89,10,0.0,660.1202527715456,660.1202527715457,660.1202527715456,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-864.6606705586064,-864.6606705586064,-864.6606705586064,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,93.9555020518452,93.9555020518452,93.9555020518452,10,0.0,0.0,0.0,0.0,10,0.0,502.0798891103465,502.0798891103465,502.0798891103465,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,250.8031614699152,250.8031614699152,250.8031614699152,10.0,0.0,797.9423706980451,797.9423706980451,797.9423706980451,10,0.0,0.0112359550561797,0.0112359550561797,0.0112359550561797,10,0.0,5.9786496,-0.0501645,-6.1977816,3125,1.3557783,256,125.42164883574576,31,1589,28.281194957410083,1556.5483230902232,552.6960432409279,22.32170069377696,1589,243.2430705272072,90796.0,310.1693561077118,200000.0,52.0,3809.911732912064,10400000.0,644.8090246882624,162500.0
0.60684097,-36.84232,52.388435,-0.21821189,36.884804,0.2218791,16.776579,188.9179,173.0251,13.468737,134.806,331.10092,136.9645,1.0,-0.032373477,-1.0,890,0.9861016,0.3850945329036648,0.3850945329036648,0.3850945329036648,10,0.0,89,89.0,89,10,0.0,670.0059947414998,670.0059947414996,670.0059947414998,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-864.7253610245468,-864.7253610245468,-864.7253610245468,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,93.48409790051916,93.48409790051916,93.48409790051916,10,0.0,0.0,0.0,0.0,10,0.0,510.9638009729979,510.9638009729979,510.9638009729979,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,251.7948538526992,251.7948538526992,251.7948538526992,10.0,2.8421709430404014e-14,798.4886030398305,798.4886030398304,798.4886030398305,10,1.1368683772161605e-13,0.0112359550561797,0.0112359550561797,0.0112359550561797,10,0.0,6.1484256,-0.046923697,-6.0262036,3125,1.3558912,306,128.88053949903662,29,1557,28.9173270717658,1326.6271913253242,560.3809803691101,2.0854324545044705,1557,242.68037081033208,92353.0,312.78919649124146,200000.0,53.0,4122.700929403305,10600000.0,639.4082731869554,165625.0
0.6536018,-28.918152,55.279022,-0.14932744,28.963905,0.15319698,16.771183,184.2359,172.8252,13.794824,134.04068,338.7918,136.15773,1.0,-0.029376278,-1.0,890,0.98625565,0.3860755362374453,0.3860755362374453,0.3860755362374453,10,5.551115123125783e-17,89,89.0,89,10,0.0,676.4397626641726,676.4397626641727,676.4397626641726,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-863.557065310564,-863.557065310564,-863.557065310564,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,93.22862552166502,93.228625521665,93.22862552166502,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,516.754365355468,516.7543653554679,516.754365355468,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,252.17919646433853,252.17919646433853,252.17919646433853,10.0,0.0,797.8346406332652,797.834640633265,797.8346406332652,10,1.1368683772161605e-13,0.0112359550561797,0.0112359550561797,0.0112359550561797,10,0.0,6.425755,-0.04601351,-7.0153956,3125,1.355154,273,128.02310654685493,32,1558,27.8630334257491,1196.582461871183,544.1231553805471,-17.250800382413857,1558,243.5526567740317,93911.0,310.5014238357544,200000.0,54.0,4433.202353239059,10800000.0,644.1194295643352,168750.0
0.69291675,-25.883572,57.835674,-0.16779995,25.932076,0.17184845,16.766071,181.78076,172.51726,13.861446,132.19984,346.95584,134.22775,1.0,-0.03405479,-1.0,910,0.9856157,0.3849691257314597,0.3849691257314597,0.3849691257314597,10,0.0,91,91.0,91,10,0.0,658.7765867155281,658.7765867155282,658.7765867155281,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-886.6822238397486,-886.6822238397486,-886.6822238397486,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,93.70907818179217,93.70907818179217,93.70907818179217,10,0.0,0.0,0.0,0.0,10,0.0,502.2110801093818,502.2110801093819,502.2110801093818,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,256.12263396957235,256.12263396957235,256.12263396957235,10.0,0.0,813.4160182945305,813.4160182945305,813.4160182945305,10,0.0,0.0109890109890109,0.0109890109890109,0.0109890109890109,10,0.0,6.088836,-0.04628745,-6.005821,3125,1.3551611,245,129.08762886597938,37,1552,28.477225509663665,1351.451551305276,548.4484103273144,-23.00857021871643,1552,249.40629605712368,95463.0,306.29222083091736,200000.0,55.0,4739.494574069977,11000000.0,652.9712033085101,171875.0
0.7425984,-646.51135,60.623135,-0.21017188,646.56335,0.2144155,16.763628,404.96378,172.08955,13.670064,128.6469,351.0663,130.68486,1.0,-0.03183503,-1.0,930,0.98680156,0.3862158388732528,0.3862158388732528,0.3862158388732528,10,5.551115123125783e-17,93,93.0,93,10,0.0,675.5826246335412,675.5826246335412,675.5826246335412,10,0.0,0.0,0.0,0.0,10,0.0,-909.1482321021972,-909.1482321021972,-909.1482321021972,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,94.86157424859807,94.86157424859807,94.86157424859807,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,517.6245378189649,517.6245378189649,517.6245378189649,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,262.9239807294433,262.9239807294433,262.9239807294433,10.0,0.0,829.3207639387321,829.3207639387322,829.3207639387321,10,1.1368683772161605e-13,0.010752688172043,0.010752688172043,0.010752688172043,10,0.0,6.0137405,-0.04601832,-6.0544825,3125,1.355756,242,128.4514469453376,31,1555,27.572471991693376,1435.5037595727415,548.1426142048899,17.96524853703687,1555,250.28761635357031,97018.0,303.5625202655792,200000.0,56.0,5043.057094335556,11200000.0,658.8428631605279,175000.0
0.80131894,-1907.9655,63.622032,-0.36796921,1908.0212,0.3724227,16.761116,810.70917,171.72787,13.447096,126.93767,350.69385,128.99924,1.0,-0.04651027,-1.0,920,0.98503864,0.3792440084910262,0.3792440084910263,0.3792440084910262,10,5.551115123125783e-17,92,92.0,92,10,0.0,744.0518903336009,744.0518903336008,744.0518903336009,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-894.3283378567456,-894.3283378567455,-894.3283378567456,10.0,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,94.00831053165489,94.00831053165489,94.00831053165489,10,0.0,0.0,0.0,0.0,10,0.0,577.7815595268958,577.7815595268958,577.7815595268958,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,262.92915122175754,262.9291512217575,262.92915122175754,10.0,5.684341886080804e-14,823.6612069100382,823.6612069100381,823.6612069100382,10,1.1368683772161605e-13,0.0108695652173913,0.0108695652173913,0.0108695652173913,10,1.734723475976807e-18,6.488027,-0.046081707,-6.157109,3125,1.3562093,263,127.9026265214606,30,1561,28.7091625597525,1516.8935325430907,554.1330224099294,-39.77776357375177,1561,251.5214117545692,98579.0,310.8361928462982,200000.0,57.0,5353.893287181854,11400000.0,643.425716190314,178125.0
0.843576,-150.25896,65.96095,-0.11193644,150.31801,0.1165537,16.763119,220.29099,171.34747,13.371861,125.96443,354.49655,128.02412,1.0,-0.04774236,-1.0,890,0.98646814,0.3790572851340535,0.3790572851340535,0.3790572851340535,10,5.551115123125783e-17,89,89.0,89,10,0.0,678.5766637539153,678.5766637539153,678.5766637539153,10,0.0,0.0,0.0,0.0,10,0.0,-860.7012098528717,-860.7012098528718,-860.7012098528717,10.0,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,92.36964994271317,92.36964994271317,92.36964994271317,10,0.0,0.0,0.0,0.0,10,0.0,515.2510290501625,515.2510290501625,515.2510290501625,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,250.29760020135905,250.297600201359,250.29760020135905,10.0,2.8421709430404014e-14,801.3595944125517,801.3595944125517,801.3595944125517,10,0.0,0.0112359550561797,0.0112359550561797,0.0112359550561797,10,0.0,6.091466,-0.047553375,-6.1306467,3125,1.3577765,267,126.20880503144654,32,1590,28.987881622533013,1315.9534110139637,555.6519776942966,-33.80791698290351,1590,248.6135742845229,100169.0,310.6373453140259,200000.0,58.0,5664.53063249588,11600000.0,643.8375907372578,181250.0
0.8681526,-563.9753,68.32994,-0.15454905,564.0361,0.15933213,16.767225,351.0296,171.45836,13.362517,127.3995,349.19653,129.50827,1.0,-0.04035222,-1.0,890,0.98424983,0.3813919654660837,0.3813919654660837,0.3813919654660837,10,0.0,89,89.0,89,10,0.0,697.2009555790532,697.2009555790534,697.2009555790532,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-859.4542457185221,-859.454245718522,-859.4542457185221,10.0,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,90.97792639594276,90.97792639594276,90.97792639594276,10,0.0,0.0,0.0,0.0,10,0.0,542.5059633939251,542.5059633939252,542.5059633939251,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,255.0608705444615,255.0608705444615,255.0608705444615,10.0,2.8421709430404014e-14,788.1104409632455,788.1104409632455,788.1104409632455,10,0.0,0.0112359550561797,0.0112359550561797,0.0112359550561797,10,0.0,6.4758477,-0.046461392,-6.048246,3125,1.3580085,240,126.40857503152586,28,1586,28.663737778195152,1231.9094806754083,580.5206689106279,2.294759094532381,1586,241.63302741373465,101755.0,308.29771852493286,200000.0,59.0,5972.828351020813,11800000.0,648.7235810790648,184375.0
0.9064669,-363.89508,71.30247,-0.29424745,363.95847,0.29923865,16.776459,284.31445,171.47433,13.425774,130.63318,349.87027,132.76436,1.0,-0.022552596,-1.0,950,0.98832697,0.3911454443455042,0.3911454443455042,0.3911454443455042,10,0.0,95,95.0,95,10,0.0,656.6935822352781,656.6935822352781,656.6935822352781,10,0.0,0.0,0.0,0.0,10,0.0,-936.616401587642,-936.616401587642,-936.616401587642,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,94.42578413553044,94.42578413553044,94.42578413553044,10,0.0,0.0,0.0,0.0,10,0.0,518.8327955753493,518.8327955753493,518.8327955753493,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,266.34665589516504,266.34665589516504,266.34665589516504,10.0,0.0,833.7047482168751,833.7047482168751,833.7047482168751,10,0.0,0.0105263157894736,0.0105263157894736,0.0105263157894736,10,1.734723475976807e-18,6.0519986,-0.0455475,-5.965734,3125,1.3570045,258,125.81898734177216,29,1580,28.075082767326705,1294.6499773706073,561.1763782796432,57.55842426996773,1580,234.2701019184184,103335.0,312.0396583080292,200000.0,60.0,6284.868009328842,12000000.0,640.9441706367031,187500.0
0.9557474,-655.6194,74.04264,-0.32820722,655.68634,0.3333902,16.779554,367.4158,171.3309,13.412689,132.7206,347.18503,134.83527,1.0,-0.024812926,-1.0,900,0.9878196,0.3884412505291,0.3884412505291,0.3884412505291,10,0.0,90,90.0,90,10,0.0,638.6845275970438,638.6845275970438,638.6845275970438,10,0.0,0.0,0.0,0.0,10,0.0,-872.94431051064,-872.94431051064,-872.94431051064,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,92.69614585800524,92.69614585800524,92.69614585800524,10,0.0,0.0,0.0,0.0,10,0.0,485.28544348323743,485.2854434832374,485.28544348323743,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,250.25643769736152,250.25643769736152,250.25643769736152,10.0,0.0,803.3908110690796,803.3908110690797,803.3908110690796,10,1.1368683772161605e-13,0.0111111111111111,0.0111111111111111,0.0111111111111111,10,0.0,6.793987,-0.045235317,-6.1986136,3125,1.3575547,260,125.65181932245922,31,1594,28.046271138878,1463.8772812325053,576.4989499788933,-50.88294904601294,1594,238.8291135625549,104929.0,304.40690541267395,200000.0,61.0,6589.274914741516,12200000.0,657.015318784792,190625.0
1.0080535,-792.15344,76.664955,-0.34243998,792.2238,0.34780654,16.785288,398.78308,171.33727,13.450356,135.2194,343.3838,137.3451,1.0,-0.036654223,-1.0,1000,0.9847958,0.3837027296548396,0.3837027296548396,0.3837027296548396,10,0.0,100,100.0,100,10,0.0,813.7592747141455,813.7592747141455,813.7592747141455,10,0.0,0.0,0.0,0.0,10,0.0,-999.61028795378,-999.61028795378,-999.61028795378,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,95.03220917742848,95.03220917742848,95.03220917742848,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,657.0592060385094,657.0592060385095,657.0592060385094,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,295.1354726940386,295.1354726940386,295.1354726940386,10.0,0.0,886.142674757949,886.142674757949,886.142674757949,10,0.0,0.01,0.0099999999999999,0.01,10,1.734723475976807e-18,6.2167344,-0.044021897,-6.0568805,3125,1.357569,254,128.2168905950096,20,1563,27.76643137871383,1219.8555785505405,569.4707454320192,-35.81920963134483,1563,241.28537306207028,106492.0,309.2945544719696,200000.0,62.0,6898.569469213486,12400000.0,646.6327877690629,193750.0
1.064144,-219.51463,79.91209,-0.50010765,219.58911,0.50570154,16.78547,231.91469,171.12474,13.4596405,136.49612,343.74857,138.5978,1.0,-0.042675387,-1.0,960,0.9863937,0.3820285589166555,0.3820285589166555,0.3820285589166555,10,5.551115123125783e-17,96,96.0,96,10,0.0,786.4018120818419,786.4018120818419,786.4018120818419,10,0.0,0.0,0.0,0.0,10,0.0,-952.8424869719308,-952.8424869719308,-952.8424869719308,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,92.10382818307816,92.10382818307816,92.10382818307816,10,0.0,0.0,0.0,0.0,10,0.0,637.2300304326554,637.2300304326554,637.2300304326554,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,285.40741701998456,285.40741701998456,285.40741701998456,10.0,0.0,844.5030234180542,844.5030234180542,844.5030234180542,10,0.0,0.0104166666666666,0.0104166666666666,0.0104166666666666,10,1.734723475976807e-18,6.0737195,-0.044318836,-6.1311646,3125,1.3572214,265,126.04042956411875,27,1583,28.68912613914645,1352.4346958554002,562.0071120527629,-27.360224282998303,1583,243.7588422011269,108075.0,307.2301001548767,200000.0,63.0,7205.799569368362,12600000.0,650.977882372784,196875.0
1.1104201,-169.26936,82.527664,-0.30201936,169.34708,0.3077963,16.783943,215.73367,170.84299,13.41082,135.80455,341.80777,137.95305,1.0,-0.030495036,-1.0,1010,0.98556715,0.3853082187652866,0.3853082187652866,0.3853082187652866,10,0.0,101,101.0,101,10,0.0,809.2672287789392,809.2672287789392,809.2672287789392,10,0.0,0.0,0.0,0.0,10,0.0,-1015.177564028675,-1015.1775640286749,-1015.177564028675,10.0,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,95.72084391045436,95.72084391045436,95.72084391045436,10,0.0,0.0,0.0,0.0,10,0.0,659.8583777495446,659.8583777495445,659.8583777495446,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,298.99353375089373,298.99353375089373,298.99353375089373,10.0,0.0,889.8720373967216,889.8720373967215,889.8720373967216,10,1.1368683772161605e-13,0.0099009900990099,0.0099009900990099,0.0099009900990099,10,1.734723475976807e-18,6.558407,-0.04295452,-6.3218493,3125,1.3583763,302,128.30295250320924,28,1558,28.363686650762585,1396.3330544758555,584.2465627470133,49.42483524698959,1558,242.492196882099,109633.0,309.76876068115234,200000.0,64.0,7515.568330049515,12800000.0,645.6428968506018,200000.0
1.1641595,-1141.2557,85.43468,-0.5257738,1141.337,0.5317542,16.788588,467.93906,170.52974,13.387543,137.30438,343.4241,139.44653,1.0,-0.036208123,-1.0,1030,0.9861493,0.3847057503245888,0.3847057503245888,0.3847057503245888,10,0.0,103,103.0,103,10,0.0,811.9213272311691,811.9213272311691,811.9213272311691,10,0.0,0.0,0.0,0.0,10,0.0,-1041.1528927560612,-1041.1528927560612,-1041.1528927560612,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,96.57568282811144,96.57568282811144,96.57568282811144,10,0.0,0.0,0.0,0.0,10,0.0,666.0508299427956,666.0508299427956,666.0508299427956,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,306.2945460144127,306.2945460144128,306.2945460144127,10.0,5.684341886080804e-14,904.1531612019104,904.1531612019104,904.1531612019104,10,0.0,0.0097087378640776,0.0097087378640776,0.0097087378640776,10,0.0,5.9497285,-0.04383444,-6.0238028,3125,1.3599923,247,127.31809523809524,28,1575,29.07192650406224,1408.3285154138234,578.8846477860211,-12.121701676167833,1575,254.369145932609,111208.0,312.1058280467987,200000.0,65.0,7827.6741580963135,13000000.0,640.8082836889896,203125.0
1.2128083,-564.8182,87.84807,-0.31114036,564.90314,0.31728974,16.795761,313.06705,170.33757,13.417179,137.83879,351.89072,139.938,1.0,-0.022725906,-1.0,980,0.98848116,0.3904519468282802,0.3904519468282802,0.3904519468282802,10,0.0,98,98.0,98,10,0.0,745.514532238552,745.5145322385521,745.514532238552,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-976.293606294334,-976.293606294334,-976.293606294334,10.0,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,93.16462702547506,93.16462702547506,93.16462702547506,10,0.0,0.0,0.0,0.0,10,0.0,613.1306452925511,613.1306452925511,613.1306452925511,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,288.18842975240466,288.18842975240466,288.18842975240466,10.0,0.0,847.324436462455,847.324436462455,847.324436462455,10,0.0,0.010204081632653,0.010204081632653,0.010204081632653,10,0.0,6.184212,-0.043970827,-6.2054157,3125,1.3614902,235,126.00756143667296,33,1587,28.22586359559128,1316.771016226713,579.2271037722106,-16.849902046654336,1587,255.3416612519545,112795.0,306.4142804145813,200000.0,66.0,8134.088438510895,13200000.0,652.7110933909418,206250.0
1.2616379,-427.5683,90.506226,-0.47993416,427.65668,0.48626953,16.801804,275.80862,170.35333,13.538053,138.78238,358.35355,140.86916,1.0,-0.029376786,-1.0,1150,0.9857782,0.3910303916055589,0.3910303916055589,0.3910303916055589,10,0.0,115,115.0,115,10,0.0,849.6607331889631,849.660733188963,849.6607331889631,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-1187.234988036722,-1187.234988036722,-1187.234988036722,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,106.5938075891555,106.59380758915547,106.5938075891555,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,699.7570033333078,699.7570033333078,699.7570033333078,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,380.103768828021,380.1037688280211,380.103768828021,10.0,5.684341886080804e-14,970.441141475201,970.441141475201,970.441141475201,10,0.0,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,6.4797754,-0.044035524,-6.151445,3125,1.3613586,271,125.48210922787194,32,1593,28.66891924002512,1312.0848910012562,576.2179031334285,-12.776673944257157,1593,256.3850101597576,114388.0,306.2775790691376,200000.0,67.0,8440.366017580032,13400000.0,653.0024189425012,209375.0
1.3026204,-17.509882,92.22052,-0.22969991,17.601063,0.23615535,16.808617,171.3545,170.45363,13.612623,140.991,356.74103,143.0567,1.0,-0.029753545,-1.0,1150,0.98649436,0.391425151273672,0.391425151273672,0.391425151273672,10,0.0,115,115.0,115,10,0.0,791.5053756374105,791.5053756374106,791.5053756374105,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-1188.7806102785053,-1188.7806102785053,-1188.7806102785053,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,106.25898970301289,106.25898970301289,106.25898970301289,10,0.0,0.0,0.0,0.0,10,0.0,642.9601896640577,642.9601896640577,642.9601896640577,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,385.06814321641497,385.068143216415,385.06814321641497,10.0,5.684341886080804e-14,965.9986633324296,965.9986633324296,965.9986633324296,10,0.0,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,6.0092864,-0.04209245,-6.003874,3125,1.3615849,243,126.5879746835443,28,1580,28.84869708923081,1333.3190944982898,587.529033692758,-41.63248110169505,1580,248.5707101985465,115968.0,310.1886937618256,200000.0,68.0,8750.554711341858,13600000.0,644.7688262731054,212500.0
1.3617533,-326.00052,94.80398,-0.47992036,326.09586,0.48655662,16.817314,243.73009,170.6899,13.662076,142.83011,364.47797,144.87581,1.0,-0.011204497,-1.0,860,0.98857856,0.3947203929523077,0.3947203929523076,0.3947203929523077,10,5.551115123125783e-17,86,86.0,86,10,0.0,645.7944300213471,645.7944300213472,645.7944300213471,10,1.1368683772161605e-13,0.0,0.0,0.0,10,0.0,-831.1044875740248,-831.1044875740248,-831.1044875740248,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,88.17659035143258,88.17659035143257,88.17659035143258,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,507.611832268549,507.611832268549,507.611832268549,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,242.98573743165733,242.98573743165736,242.98573743165733,10.0,2.8421709430404014e-14,758.1247575437327,758.1247575437327,758.1247575437327,10,0.0,0.0116279069767441,0.0116279069767441,0.0116279069767441,10,1.734723475976807e-18,5.906886,-0.042984374,-6.1043873,3125,1.363063,285,126.08953341740228,31,1586,29.770234953550748,1358.414875178216,592.634364641536,-28.044508347647422,1586,255.1091345980577,117554.0,308.1050651073456,200000.0,69.0,9058.659776449203,13800000.0,649.1292180812375,215625.0
1.4240928,-87.361664,98.17472,-0.47412184,87.46136,0.48099414,16.822939,186.13475,170.81042,13.81602,143.86931,369.7472,145.91219,1.0,-0.0100662,-1.0,870,0.9892146,0.3961519614015953,0.3961519614015953,0.3961519614015953,10,0.0,87,87.0,87,10,0.0,652.9037618635139,652.9037618635139,652.9037618635139,10,0.0,0.0,0.0,0.0,10,0.0,-841.0308952896094,-841.0308952896094,-841.0308952896094,10.0,0.0,0.0,0.0,0.0,10,0.0,-20.0,-20.0,-20.0,10,0.0,-100.0,-100.0,-100.0,10,0.0,88.69823672140456,88.69823672140456,88.69823672140456,10,0.0,0.0,0.0,0.0,10,0.0,511.5508752331486,511.5508752331486,511.5508752331486,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,245.93462261229533,245.93462261229533,245.93462261229533,10.0,0.0,767.7509225862749,767.7509225862749,767.7509225862749,10,0.0,0.0114942528735632,0.0114942528735632,0.0114942528735632,10,0.0,6.0915937,-0.042515576,-6.3774004,3125,1.3637288,235,125.87539332913782,27,1589,28.925712971541444,1268.3979072425036,592.7745488638034,-5.408731035484379,1589,245.7229865848556,119143.0,310.09815430641174,200000.0,70.0,9368.757930755615,14000000.0,644.9570796296246,218750.0
