actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/act_mag/max,test/rwd_metrics/act_mag/mean,test/rwd_metrics/act_mag/min,test/rwd_metrics/act_mag/size,test/rwd_metrics/act_mag/std,test/rwd_metrics/dense/max,test/rwd_metrics/dense/mean,test/rwd_metrics/dense/min,test/rwd_metrics/dense/size,test/rwd_metrics/dense/std,test/rwd_metrics/done/max,test/rwd_metrics/done/mean,test/rwd_metrics/done/min,test/rwd_metrics/done/size,test/rwd_metrics/done/std,test/rwd_metrics/fall/max,test/rwd_metrics/fall/mean,test/rwd_metrics/fall/min,test/rwd_metrics/fall/size,test/rwd_metrics/fall/std,test/rwd_metrics/foot_contact/max,test/rwd_metrics/foot_contact/mean,test/rwd_metrics/foot_contact/min,test/rwd_metrics/foot_contact/size,test/rwd_metrics/foot_contact/std,test/rwd_metrics/pelvis_move/max,test/rwd_metrics/pelvis_move/mean,test/rwd_metrics/pelvis_move/min,test/rwd_metrics/pelvis_move/size,test/rwd_metrics/pelvis_move/std,test/rwd_metrics/ref_rot/max,test/rwd_metrics/ref_rot/mean,test/rwd_metrics/ref_rot/min,test/rwd_metrics/ref_rot/size,test/rwd_metrics/ref_rot/std,test/rwd_metrics/solved/max,test/rwd_metrics/solved/mean,test/rwd_metrics/solved/min,test/rwd_metrics/solved/size,test/rwd_metrics/solved/std,test/rwd_metrics/sparse/max,test/rwd_metrics/sparse/mean,test/rwd_metrics/sparse/min,test/rwd_metrics/sparse/size,test/rwd_metrics/sparse/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
2.5229962e-08,1.4306949e-09,76.779015,6.1780374e-05,3.3540393e-10,0.005312751,7.4797688,81.70013,81.68191,0.14633319,-92.35719,0.28957343,-90.74151,1.0,-0.10077722,-0.9999998,110,0.7195386,0.177652043712924,0.177652043712924,0.177652043712924,10,0.0,11,11.0,11,10,0.0,-81.53595213077993,-81.53595213077993,-81.53595213077993,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.54058512588901,74.54058512588901,74.54058512588901,10,0.0,53.923462743331065,53.92346274333106,53.923462743331065,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,5.5563946,-0.10556972,-4.5904455,3125,0.85538685,22.0,12.00894518820916,10.0,16657.0,0.4219517687231381,-81.11972407979545,-82.56778662586083,-137.2436655866634,16657.0,0.8172213967251276,3290669.0,295.4059953689575,200000.0,193.0,57823.32152271271,38600000.0,677.034329483405,603125.0
2.5229962e-08,1.3996969e-09,76.64869,-4.3384407e-05,3.6640177e-10,0.005408793,7.4767404,81.613594,81.59798,0.1518301,-92.410286,0.6712496,-90.80417,1.0,-0.08532685,-0.99999964,110,0.7171872,0.1805096460333039,0.1805096460333039,0.1805096460333039,10,0.0,11,11.0,11,10,0.0,-81.51128657405485,-81.51128657405484,-81.51128657405485,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.48215210926355,74.48215210926355,74.48215210926355,10,0.0,54.00656131668159,54.006561316681584,54.00656131668159,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,5.5500493,-0.10539051,-4.816441,3125,0.86090535,40.0,12.067692307692308,7.0,16575.0,1.308241637791673,-81.2902891570265,-83.20273199091338,-275.8394764654732,16575.0,8.413194812199608,3307244.0,301.8238935470581,200000.0,194.0,58125.145416259766,38800000.0,662.638062379967,606250.0
2.5229962e-08,1.3965541e-09,76.756424,-1.0013491e-05,3.6954448e-10,0.0053829625,7.45366,81.45629,81.441025,0.15420233,-92.40767,0.79697543,-90.828804,1.0,-0.11657755,-0.9999998,110,0.71217,0.1744633485124253,0.1744633485124253,0.1744633485124253,10,0.0,11,11.0,11,10,0.0,-81.4889894574999,-81.4889894574999,-81.4889894574999,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.39844518806645,74.39844518806646,74.39844518806645,10,1.4210854715202004e-14,54.112565354433656,54.11256535443365,54.112565354433656,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,5.0064187,-0.10708331,-4.4627066,3125,0.8493454,25.0,12.01195266983002,11.0,16649.0,0.4094080568047297,-81.33913162263704,-82.5570719536542,-152.83460956974105,16649.0,0.7651847764669462,3323893.0,298.8479571342468,200000.0,195.0,58423.99337339401,39000000.0,669.2366309539707,609375.0
2.5229962e-08,1.4002335e-09,76.72965,-3.8117082e-06,3.6586514e-10,0.005374887,7.4410806,81.21917,81.203,0.15604582,-92.38561,0.79007477,-90.82579,1.0,-0.11461748,-0.99999994,110,0.7044681,0.1720700118460487,0.1720700118460487,0.1720700118460487,10,0.0,11,11.0,11,10,0.0,-81.49050359896542,-81.49050359896543,-81.49050359896542,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.38230159970381,74.38230159970382,74.38230159970381,10,1.4210854715202004e-14,54.12719480133078,54.12719480133078,54.12719480133078,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,5.1161323,-0.11045832,-5.185158,3125,0.85233337,42.0,12.088804255833637,7.0,16542.0,0.9502987633280932,-81.33429106178993,-82.91147364856192,-266.9057383501954,16542.0,5.277027218734748,3340435.0,295.5553455352783,200000.0,196.0,58719.54871892929,39200000.0,676.6922101773572,612500.0
2.5229962e-08,1.3910347e-09,76.6216,4.677389e-05,3.7506392e-10,0.005316738,7.4426007,81.16892,81.15323,0.16598849,-92.43207,0.9231207,-90.88496,1.0,-0.11736664,-0.99999994,110,0.6990323,0.1698783496570258,0.1698783496570258,0.1698783496570258,10,2.775557561562892e-17,11,11.0,11,10,0.0,-81.44801760140234,-81.44801760140236,-81.44801760140234,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.33147108705653,74.33147108705654,74.33147108705653,10,1.4210854715202004e-14,54.220511311541145,54.220511311541145,54.220511311541145,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.954672,-0.11156434,-5.3800993,3125,0.8489127,37.0,12.077053140096618,7.0,16560.0,0.8703961073267504,-81.32661754740198,-82.88213872680289,-253.9178040908082,16560.0,5.533288288682349,3356995.0,300.77143716812134,200000.0,197.0,59020.32015609741,39400000.0,664.9567588035515,615625.0
2.5229962e-08,1.397529e-09,76.6438,-0.00010339133,3.6856962e-10,0.005468457,7.446017,81.098015,81.082,0.17124383,-92.4562,1.1792626,-90.91654,1.0,-0.12007948,-0.99999994,110,0.7102484,0.1714260624814287,0.1714260624814287,0.1714260624814287,10,0.0,11,11.0,11,10,0.0,-81.497711991281,-81.497711991281,-81.497711991281,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.39408792990533,74.39408792990534,74.39408792990533,10,1.4210854715202004e-14,54.10820007881368,54.10820007881368,54.10820007881368,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.516395,-0.11564472,-4.4690223,3125,0.8492479,23.0,11.990047961630696,10.0,16680.0,0.4098859262280493,-81.26771378506348,-82.55207686252282,-142.10705125769277,16680.0,0.6748522609253741,3373675.0,297.0395140647888,200000.0,198.0,59317.3596701622,39600000.0,673.311093406842,618750.0
2.5229962e-08,1.4056687e-09,76.71437,-0.00034351397,3.6043002e-10,0.0057135206,7.41043,80.73438,80.7173,0.1583045,-92.40233,0.67603517,-90.84344,1.0,-0.1097604,-0.99999934,110,0.70873594,0.1720095878410021,0.1720095878410021,0.1720095878410021,10,2.775557561562892e-17,11,11.0,11,10,0.0,-81.48280700551953,-81.48280700551955,-81.48280700551953,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.36200979043937,74.36200979043937,74.36200979043937,10,0.0,54.15518320404109,54.15518320404109,54.15518320404109,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.9871187,-0.11475702,-5.2952204,3125,0.85826176,35.0,12.07621233166254,9.0,16559.0,1.0829428728534087,-81.28736902052061,-83.1756269197143,-252.8734783789418,16559.0,7.524703723020004,3390234.0,298.731636762619,200000.0,199.0,59616.09130692482,39800000.0,669.4972188664634,621875.0
2.5229962e-08,1.3825798e-09,76.6727,-7.798476e-06,3.8351894e-10,0.0053748875,7.4137607,80.636604,80.62103,0.1696726,-92.48065,1.2468759,-90.9311,1.0,-0.13214731,-0.9999997,110,0.7080493,0.16948514664719,0.16948514664719,0.16948514664719,10,0.0,11,11.0,11,10,0.0,-81.51647296243543,-81.51647296243542,-81.51647296243543,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.35992092387174,74.35992092387174,74.35992092387174,10,0.0,54.12360611369283,54.12360611369284,54.12360611369283,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,5.5056505,-0.114171185,-4.759691,3125,0.8527167,36.0,12.03699915774275,10.0,16622.0,0.9010163353954872,-81.31902752655043,-82.92651259218175,-264.6416689823278,16622.0,6.201005545162071,3406856.0,301.996563911438,200000.0,200.0,59918.08787083626,40000000.0,662.2591906663249,625000.0
2.5229962e-08,1.3798915e-09,76.92445,-0.00011826499,3.8620707e-10,0.005502978,7.409569,80.47134,80.45593,0.17828193,-92.51515,1.6052262,-90.97275,1.0,-0.1286102,-0.9999996,110,0.7075828,0.1696887475194154,0.1696887475194154,0.1696887475194154,10,2.775557561562892e-17,11,11.0,11,10,0.0,-81.50034762544692,-81.50034762544692,-81.50034762544692,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.36845926913048,74.36845926913047,74.36845926913048,10,1.4210854715202004e-14,54.1311931054226,54.1311931054226,54.1311931054226,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.9551973,-0.11454575,-5.1009007,3125,0.85077,24.0,12.0169450787165,11.0,16642.0,0.4300080831291666,-81.36327398449427,-82.5963218398605,-146.65251668545812,16642.0,0.8015414194650722,3423498.0,305.02978682518005,200000.0,201.0,60223.11765766144,40200000.0,655.6736706983467,628125.0
2.5229962e-08,1.3832365e-09,77.29076,-9.358298e-05,3.8286216e-10,0.0055039353,7.390717,80.229256,80.21295,0.1749979,-92.49122,1.5344133,-90.95037,1.0,-0.11098148,-0.9999989,120,0.70475805,0.1693804022197183,0.1693804022197183,0.1693804022197183,10,2.775557561562892e-17,12,12.0,12,10,0.0,-82.26495091659649,-82.26495091659649,-82.26495091659649,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-120.0,-120.0,-120.0,10,0.0,78.70180329794715,78.70180329794717,78.70180329794715,10,1.4210854715202004e-14,59.03324578545634,59.03324578545634,59.03324578545634,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,10,1.3877787807814457e-17,5.1683645,-0.11173141,-4.7784767,3125,0.85429895,36.0,12.022363833112902,8.0,16634.0,0.8047173892709455,-81.31724162290143,-82.80970571565463,-250.35266990437668,16634.0,4.6057276073469104,3440132.0,305.1880533695221,200000.0,202.0,60528.30571103096,40400000.0,655.3336468837452,631250.0
2.5229962e-08,1.3845058e-09,77.60088,-0.00011445523,3.8159295e-10,0.005546518,7.3933735,80.06961,80.05322,0.18390933,-92.49594,1.6560311,-90.95477,1.0,-0.124705285,-0.9999993,120,0.7065672,0.1707459523234424,0.1707459523234424,0.1707459523234424,10,0.0,12,12.0,12,10,0.0,-82.31153456197066,-82.31153456197066,-82.31153456197066,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-120.0,-120.0,-120.0,10,0.0,78.62428757161031,78.62428757161032,78.62428757161031,10,1.4210854715202004e-14,59.06417786641906,59.06417786641906,59.06417786641906,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,10,1.3877787807814457e-17,5.2753577,-0.10967992,-5.2716236,3125,0.85887986,41.0,12.127311306456502,8.0,16495.0,1.215606464225952,-81.29574866452444,-83.29177137257315,-284.91868383136966,16495.0,8.127498872908763,3456627.0,298.31672263145447,200000.0,203.0,60826.622433662415,40600000.0,670.4283897858566,634375.0
2.5229962e-08,1.3719791e-09,78.12816,-0.0002817036,3.9411951e-10,0.005750675,7.407058,80.14136,80.125336,0.20206927,-92.61045,2.3551927,-91.0833,1.0,-0.13872382,-0.9999996,120,0.71010935,0.1684936051944383,0.1684936051944383,0.1684936051944383,10,0.0,12,12.0,12,10,0.0,-82.33472344536779,-82.33472344536779,-82.33472344536779,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-120.0,-120.0,-120.0,10,0.0,78.63711514486545,78.63711514486545,78.63711514486545,10,0.0,59.02816140976676,59.02816140976675,59.02816140976676,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,10,1.3877787807814457e-17,4.830762,-0.11243048,-4.925314,3125,0.85493207,38.0,12.143646408839778,8.0,16471.0,1.1014402291506424,-81.34375012196168,-83.1413314439745,-276.062413366545,16471.0,6.9613218342030825,3473098.0,293.2513082027436,200000.0,204.0,61119.87374186516,40800000.0,682.0088927334882,637500.0
2.5229962e-08,1.3701059e-09,78.66981,-0.0001250871,3.9599274e-10,0.0056319735,7.380377,80.03997,80.02397,0.20718893,-92.57457,2.2974293,-91.05847,1.0,-0.12877987,-0.9999997,120,0.71429545,0.1696105808521358,0.1696105808521358,0.1696105808521358,10,2.775557561562892e-17,12,12.0,12,10,0.0,-82.30788621893848,-82.30788621893848,-82.30788621893848,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-120.0,-120.0,-120.0,10,0.0,78.63265308696674,78.63265308696673,78.63265308696674,10,1.4210854715202004e-14,59.05946069409478,59.05946069409479,59.05946069409478,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,10,1.3877787807814457e-17,4.9638195,-0.12000958,-5.2811003,3125,0.8490799,20.0,12.123817608537474,11.0,16492.0,0.4766665902737434,-81.39322584638353,-82.71447660141523,-117.95640251242078,16492.0,0.7993383584704328,3489590.0,300.0061390399933,200000.0,205.0,61419.87988090515,41000000.0,666.6530246347337,640625.0
2.5229962e-08,1.3794303e-09,78.96522,-0.00024758725,3.8666828e-10,0.005775152,7.3527837,79.78415,79.76766,0.20193925,-92.49035,1.7374272,-90.986916,1.0,-0.11200714,-0.99999976,120,0.7213265,0.1698963690430532,0.1698963690430532,0.1698963690430532,10,2.775557561562892e-17,12,12.0,12,10,0.0,-82.29805871767351,-82.29805871767351,-82.29805871767351,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-120.0,-120.0,-120.0,10,0.0,78.64412603981347,78.64412603981347,78.64412603981347,10,0.0,59.057815242513016,59.057815242513016,59.057815242513016,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,10,1.3877787807814457e-17,5.1047664,-0.122153394,-5.1455965,3125,0.8475949,37.0,12.044808479884365,9.0,16604.0,0.8225714893876025,-81.37897233675697,-82.82330485547703,-256.1911645069078,16604.0,4.996058777490336,3506194.0,297.800776720047,200000.0,206.0,61717.6806576252,41200000.0,671.5899206267471,643750.0
2.5229962e-08,1.3842338e-09,79.24883,-8.993312e-05,3.8186473e-10,0.005637352,7.3371997,79.48128,79.46416,0.19979653,-92.511795,1.625536,-91.006775,1.0,-0.1087309,-0.99999976,120,0.7256788,0.1725818001308833,0.1725818001308833,0.1725818001308833,10,2.775557561562892e-17,12,12.0,12,10,0.0,-82.2673338789118,-82.2673338789118,-82.2673338789118,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-120.0,-120.0,-120.0,10,0.0,78.64102295935437,78.64102295935437,78.64102295935437,10,0.0,59.09164316173384,59.09164316173384,59.09164316173384,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,10,1.3877787807814457e-17,4.742567,-0.1205593,-4.9984255,3125,0.8480545,34.0,11.993163828256176,8.0,16676.0,0.7209314703643429,-81.37168292942499,-82.74574821528456,-240.13332320897928,16676.0,4.415632468084065,3522870.0,300.7024619579315,200000.0,207.0,62018.38311958313,41400000.0,665.1092867606123,646875.0
2.5229962e-08,1.3861626e-09,79.587845,-0.00015729021,3.7993605e-10,0.005728439,7.312299,79.085335,79.06803,0.1938341,-92.46812,1.5087283,-90.96512,0.99999994,-0.13677765,-0.9999996,110,0.7189176,0.171977438363046,0.171977438363046,0.171977438363046,10,0.0,11,11.0,11,10,0.0,-81.54852640446347,-81.54852640446347,-81.54852640446347,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.37841663606909,74.37841663606909,74.37841663606909,10,0.0,54.07305695946744,54.07305695946744,54.07305695946744,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.6180935,-0.12498714,-4.6781445,3125,0.84795725,23.0,11.971392662636902,11.0,16709.0,0.4120053163218958,-81.25757222198361,-82.53979492175584,-134.399703165184,16709.0,0.6387557656185792,3539579.0,298.5445475578308,200000.0,208.0,62316.92766714096,41600000.0,669.9167733460554,650000.0
2.5229962e-08,1.3907598e-09,79.81102,-3.3388784e-05,3.7533882e-10,0.00562016,7.2696686,78.525375,78.507866,0.17803127,-92.39746,0.9801335,-90.87526,0.99999994,-0.150955,-0.9999991,110,0.72404087,0.1699588601710291,0.1699588601710291,0.1699588601710291,10,0.0,11,11.0,11,10,0.0,-81.56828743429102,-81.56828743429102,-81.56828743429102,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.3976932092421,74.3976932092421,74.3976932092421,10,0.0,54.03401935646686,54.03401935646686,54.03401935646686,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,5.4992495,-0.13012004,-4.7925806,3125,0.8521413,35.0,12.00372193540641,8.0,16658.0,0.7856380289285819,-81.34367349637373,-82.75016215473039,-246.7094553612423,16658.0,4.504506528544745,3556237.0,293.6069989204407,200000.0,209.0,62610.5346660614,41800000.0,681.1826718551571,653125.0
2.5229962e-08,1.3914597e-09,79.92023,-7.053066e-05,3.7463882e-10,0.005664946,7.2413864,77.99544,77.97779,0.16320734,-92.32855,0.70376915,-90.7932,0.99999994,-0.15344979,-0.99999905,110,0.7252531,0.1693501707624585,0.1693501707624585,0.1693501707624585,10,0.0,11,11.0,11,10,0.0,-81.57875721193112,-81.57875721193112,-81.57875721193112,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.38518670921262,74.3851867092126,74.38518670921262,10,1.4210854715202004e-14,54.03605607885629,54.03605607885628,54.03605607885629,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.7179637,-0.12919727,-4.3766527,3125,0.8496312,24.0,12.021634615384617,11.0,16640.0,0.4355182822642358,-81.35739717896678,-82.6129178302601,-147.1245088270366,16640.0,1.0399175949464716,3572877.0,303.3054141998291,200000.0,210.0,62913.84008026123,42000000.0,659.4013513660275,656250.0
2.5229962e-08,1.3943459e-09,79.995186,-2.7529024e-05,3.7175285e-10,0.0056271935,7.2275615,77.67448,77.65644,0.16013765,-92.30785,0.7734679,-90.77504,1.0,-0.15451987,-0.99999887,110,0.731416,0.1691985926445269,0.1691985926445269,0.1691985926445269,10,0.0,11,11.0,11,10,0.0,-81.593204103745,-81.59320410374498,-81.593204103745,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.44810952455695,74.44810952455694,74.44810952455695,10,1.4210854715202004e-14,53.958686371698064,53.95868637169806,53.958686371698064,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.8526034,-0.13732512,-4.7543173,3125,0.8484671,28.0,12.04553668232743,11.0,16602.0,0.4850229018148868,-81.34846694209813,-82.63313167639014,-179.5077884946741,16602.0,1.5436607997697007,3589479.0,294.23283648490906,200000.0,211.0,63208.07291674614,42200000.0,679.7337863078984,659375.0
2.5229962e-08,1.3956389e-09,80.136696,-3.7482667e-05,3.7045975e-10,0.005647052,7.2147765,77.34058,77.32245,0.15442581,-92.29558,0.5606377,-90.748245,0.99999994,-0.15753502,-0.9999988,110,0.72612715,0.1670583087473234,0.1670583087473234,0.1670583087473234,10,0.0,11,11.0,11,10,0.0,-81.61705964548663,-81.61705964548663,-81.61705964548663,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.48664153788064,74.48664153788063,74.48664153788064,10,1.4210854715202004e-14,53.89629881663273,53.89629881663272,53.89629881663273,10,7.105427357601002e-15,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.633786,-0.14192426,-4.915532,3125,0.84848773,24.0,12.053522994394552,11.0,16591.0,0.4671391753645221,-15.775849709912606,-82.61034693791991,-143.4908150392069,16591.0,1.1539808877916065,3606070.0,307.66071248054504,200000.0,212.0,63515.733629226685,42400000.0,650.0667517392135,662500.0
2.5229962e-08,1.4058994e-09,80.1407,-1.18091705e-07,3.6019931e-10,0.0056099673,7.1953735,77.00875,76.99005,0.14377615,-92.29122,0.38650155,-90.73146,1.0,-0.1461174,-0.9999991,110,0.72155726,0.1696238827989202,0.1696238827989202,0.1696238827989202,10,0.0,11,11.0,11,10,0.0,-81.60211863877893,-81.60211863877893,-81.60211863877893,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.43865314619063,74.43865314619063,74.43865314619063,10,0.0,53.95922821503044,53.95922821503044,53.95922821503044,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,5.018919,-0.14116897,-5.371073,3125,0.84999835,36.0,12.09702395354464,8.0,16532.0,0.806397327651334,-81.35339504689651,-82.8457258130563,-249.90189277439472,16532.0,4.665432953956394,3622602.0,304.5887038707733,200000.0,213.0,63820.32233309746,42600000.0,656.6231690747574,665625.0
2.5229962e-08,1.3941786e-09,80.22273,-2.8935401e-05,3.7191997e-10,0.005644526,7.1835732,76.77895,76.76061,0.14387797,-92.323074,0.49059388,-90.75728,1.0,-0.15823075,-0.9999994,110,0.73568064,0.1708128523564945,0.1708128523564945,0.1708128523564945,10,2.775557561562892e-17,11,11.0,11,10,0.0,-81.53909096951797,-81.53909096951796,-81.53909096951797,10,1.4210854715202004e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,,,,,,-110.0,-110.0,-110.0,10,0.0,74.32911400016164,74.32911400016164,74.32911400016164,10,0.0,54.13179503032039,54.13179503032039,54.13179503032039,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,10,0.0,4.8748856,-0.1444102,-4.7738113,3125,0.8472784,16.0,12.028449416576446,11.0,16626.0,0.4171777276693123,-81.35591105083384,-82.55945833600244,-99.21735088525892,16626.0,0.5487956409506268,3639228.0,290.787691116333,200000.0,214.0,64111.11002421379,42800000.0,687.7870216314888,668750.0
